combination.compound.dt50.sediment,combination.compound.dt50.soil,combination.compound.dt50.surfaceWater,combination.compound.dt50.system,combination.compound.freundlich,combination.compound.henry,combination.compound.koc,combination.compound.molarMass,combination.compound.name,combination.compound.plant_uptake,combination.compound.reference_temperature,combination.compound.vapor_pressure,combination.compound.water_solubility,combination.gap.arguments.apply_every_n_years,combination.gap.arguments.bbch,combination.gap.arguments.interval,combination.gap.arguments.modelCrop,combination.gap.arguments.name,combination.gap.arguments.number_of_applications,combination.gap.arguments.rate,combination.gap.arguments.season,combination.gap.type,combination.scenarios.0,0.compound_pec,0.compound_name
6.0,18.7,6.0,6.0,1.16,484.0,1179677.21,300.0,Compound -871702777146022799,0.0,20.0,1900000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,2.2343745030792417e-12,Compound -871702777146022799
6.0,18.7,6.0,6.0,1.16,484.0,1179677.21,300.0,Compound -871702777146022799,0.0,20.0,1900000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,2.3070817847953732e-11,Compound -871702777146022799
6.0,22.19,6.0,6.0,1.0,-759000.0,-11204.73,300.0,Compound 315970802622483108,0.0,20.0,28000000.0,-11204.7303,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound 315970802622483108
6.0,18.7,6.0,6.0,1.16,484.0,1179677.21,300.0,Compound -871702777146022799,0.0,20.0,1900000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.3680947018683687e-12,Compound -871702777146022799
6.0,22.19,6.0,6.0,1.0,-759000.0,-11204.73,300.0,Compound 315970802622483108,0.0,20.0,28000000.0,-11204.7303,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 315970802622483108
6.0,18.7,6.0,6.0,1.16,484.0,1179677.21,300.0,Compound -871702777146022799,0.0,20.0,1900000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.4613088009068093e-12,Compound -871702777146022799
6.0,18.7,6.0,6.0,1.16,484.0,1179677.21,300.0,Compound -871702777146022799,0.0,20.0,1900000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,5.946443257802127e-13,Compound -871702777146022799
6.0,248.11,6.0,6.0,1.0,604.0,189293.53,300.0,Compound -8753564519414220767,0.0,20.0,380000.0,189293.5337,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,5.43570181302746e-13,Compound -8753564519414220767
6.0,248.11,6.0,6.0,1.0,604.0,189293.53,300.0,Compound -8753564519414220767,0.0,20.0,380000.0,189293.5337,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.987565840134016e-13,Compound -8753564519414220767
6.0,248.11,6.0,6.0,1.0,604.0,189293.53,300.0,Compound -8753564519414220767,0.0,20.0,380000.0,189293.5337,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -8753564519414220767
6.0,248.11,6.0,6.0,1.0,604.0,189293.53,300.0,Compound -8753564519414220767,0.0,20.0,380000.0,189293.5337,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,5.213638716356108e-13,Compound -8753564519414220767
6.0,248.11,6.0,6.0,1.0,604.0,189293.53,300.0,Compound -8753564519414220767,0.0,20.0,380000.0,189293.5337,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,3.7488568126824676e-15,Compound -8753564519414220767
6.0,18.7,6.0,6.0,1.16,484.0,1179677.21,300.0,Compound -871702777146022799,0.0,20.0,1900000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.065493584844348e-15,Compound -871702777146022799
6.0,44.59,6.0,6.0,1.0,1220.0,6.0,300.0,Compound -5214798109033244835,0.0,20.0,24.0,6.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0024293875219325092,Compound -5214798109033244835
6.0,248.11,6.0,6.0,1.0,604.0,189293.53,300.0,Compound -8753564519414220767,0.0,20.0,380000.0,189293.5337,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,2.9406141803402077e-12,Compound -8753564519414220767
6.0,44.59,6.0,6.0,1.0,1220.0,6.0,300.0,Compound -5214798109033244835,0.0,20.0,24.0,6.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0005462182451607446,Compound -5214798109033244835
6.0,44.59,6.0,6.0,1.0,1220.0,6.0,300.0,Compound -5214798109033244835,0.0,20.0,24.0,6.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0004714303729527851,Compound -5214798109033244835
6.0,44.59,6.0,6.0,1.0,1220.0,6.0,300.0,Compound -5214798109033244835,0.0,20.0,24.0,6.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.000793013129685507,Compound -5214798109033244835
6.0,44.59,6.0,6.0,1.0,1220.0,6.0,300.0,Compound -5214798109033244835,0.0,20.0,24.0,6.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0002466139951912375,Compound -5214798109033244835
6.0,44.59,6.0,6.0,1.0,1220.0,6.0,300.0,Compound -5214798109033244835,0.0,20.0,24.0,6.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.000987995876143313,Compound -5214798109033244835
6.0,4.89,6.0,6.0,1.104,9.44e-05,63558.68,300.0,Compound 5326557011104843440,0.0,20.0,0.02,63558.678,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,3.489773648983784e-20,Compound 5326557011104843440
6.0,4.89,6.0,6.0,1.104,9.44e-05,63558.68,300.0,Compound 5326557011104843440,0.0,20.0,0.02,63558.678,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,3.1972643925842856e-19,Compound 5326557011104843440
6.0,5.0,6.0,6.0,1.0,466.0,2188.0,300.0,Compound 1850443106497047842,0.0,20.0,3400.0,2188.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,4.063290309724513e-10,Compound 1850443106497047842
6.0,5.0,6.0,6.0,1.0,466.0,2188.0,300.0,Compound 1850443106497047842,0.0,20.0,3400.0,2188.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,2.0895977443962007e-07,Compound 1850443106497047842
6.0,4.89,6.0,6.0,1.104,9.44e-05,63558.68,300.0,Compound 5326557011104843440,0.0,20.0,0.02,63558.678,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,2.9630737311698904e-19,Compound 5326557011104843440
6.0,4.89,6.0,6.0,1.104,9.44e-05,63558.68,300.0,Compound 5326557011104843440,0.0,20.0,0.02,63558.678,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 5326557011104843440
6.0,5.0,6.0,6.0,1.0,466.0,2188.0,300.0,Compound 1850443106497047842,0.0,20.0,3400.0,2188.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,2.3988571744515495e-09,Compound 1850443106497047842
6.0,4.89,6.0,6.0,1.104,9.44e-05,63558.68,300.0,Compound 5326557011104843440,0.0,20.0,0.02,63558.678,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,7.159399488018586e-20,Compound 5326557011104843440
6.0,5.0,6.0,6.0,1.0,466.0,2188.0,300.0,Compound 1850443106497047842,0.0,20.0,3400.0,2188.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,2.708009307895421e-08,Compound 1850443106497047842
6.0,5.0,6.0,6.0,1.0,466.0,2188.0,300.0,Compound 1850443106497047842,0.0,20.0,3400.0,2188.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,2.410624328313568e-09,Compound 1850443106497047842
6.0,4.89,6.0,6.0,1.104,9.44e-05,63558.68,300.0,Compound 5326557011104843440,0.0,20.0,0.02,63558.678,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.5187417085107978e-19,Compound 5326557011104843440
6.0,5.0,6.0,6.0,1.0,466.0,2188.0,300.0,Compound 1850443106497047842,0.0,20.0,3400.0,2188.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,7.620348371237533e-14,Compound 1850443106497047842
6.0,62.97,6.0,6.0,1.0,1.63e-06,189338.48,300.0,Compound -8026128970733375444,0.0,20.0,0.001,189338.4776,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound -8026128970733375444
6.0,62.97,6.0,6.0,1.0,1.63e-06,189338.48,300.0,Compound -8026128970733375444,0.0,20.0,0.001,189338.4776,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound -8026128970733375444
6.0,62.97,6.0,6.0,1.0,1.63e-06,189338.48,300.0,Compound -8026128970733375444,0.0,20.0,0.001,189338.4776,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -8026128970733375444
6.0,62.97,6.0,6.0,1.0,1.63e-06,189338.48,300.0,Compound -8026128970733375444,0.0,20.0,0.001,189338.4776,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -8026128970733375444
6.0,62.97,6.0,6.0,1.0,1.63e-06,189338.48,300.0,Compound -8026128970733375444,0.0,20.0,0.001,189338.4776,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound -8026128970733375444
6.0,132.14,6.0,6.0,1.0,34.9,800.0,300.0,Compound -3129243463693008718,0.0,20.0,93.0,800.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0025321602816415884,Compound -3129243463693008718
6.0,62.97,6.0,6.0,1.0,1.63e-06,189338.48,300.0,Compound -8026128970733375444,0.0,20.0,0.001,189338.4776,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound -8026128970733375444
6.0,132.14,6.0,6.0,1.0,34.9,800.0,300.0,Compound -3129243463693008718,0.0,20.0,93.0,800.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.00132197961386135,Compound -3129243463693008718
6.0,132.14,6.0,6.0,1.0,34.9,800.0,300.0,Compound -3129243463693008718,0.0,20.0,93.0,800.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0017403305981382616,Compound -3129243463693008718
6.0,132.14,6.0,6.0,1.0,34.9,800.0,300.0,Compound -3129243463693008718,0.0,20.0,93.0,800.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0010544592372534077,Compound -3129243463693008718
6.0,132.14,6.0,6.0,1.0,34.9,800.0,300.0,Compound -3129243463693008718,0.0,20.0,93.0,800.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0005293878731711833,Compound -3129243463693008718
6.0,90.77,6.0,6.0,1.0,518.0,1179677.21,300.0,Compound -3990097836643672231,0.0,20.0,2000000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound -3990097836643672231
6.0,90.77,6.0,6.0,1.0,518.0,1179677.21,300.0,Compound -3990097836643672231,0.0,20.0,2000000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound -3990097836643672231
6.0,90.77,6.0,6.0,1.0,518.0,1179677.21,300.0,Compound -3990097836643672231,0.0,20.0,2000000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound -3990097836643672231
6.0,90.77,6.0,6.0,1.0,518.0,1179677.21,300.0,Compound -3990097836643672231,0.0,20.0,2000000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -3990097836643672231
6.0,132.14,6.0,6.0,1.0,34.9,800.0,300.0,Compound -3129243463693008718,0.0,20.0,93.0,800.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.738774404697888e-05,Compound -3129243463693008718
6.0,90.77,6.0,6.0,1.0,518.0,1179677.21,300.0,Compound -3990097836643672231,0.0,20.0,2000000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound -3990097836643672231
6.0,90.77,6.0,6.0,1.0,518.0,1179677.21,300.0,Compound -3990097836643672231,0.0,20.0,2000000.0,1179677.2096,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -3990097836643672231
6.0,7.6,6.0,6.0,0.93,0.000774,340042.23,300.0,Compound 3374696892300404975,0.0,20.0,0.88,340042.2259,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 3374696892300404975
6.0,7.6,6.0,6.0,0.93,0.000774,340042.23,300.0,Compound 3374696892300404975,0.0,20.0,0.88,340042.2259,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound 3374696892300404975
6.0,7.6,6.0,6.0,0.93,0.000774,340042.23,300.0,Compound 3374696892300404975,0.0,20.0,0.88,340042.2259,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound 3374696892300404975
6.0,7.6,6.0,6.0,0.93,0.000774,340042.23,300.0,Compound 3374696892300404975,0.0,20.0,0.88,340042.2259,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound 3374696892300404975
6.0,461.2,6.0,6.0,1.0,2.37e-06,63300.0,300.0,Compound -7400032144319670803,0.0,20.0,0.0005,63300.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound -7400032144319670803
6.0,7.6,6.0,6.0,0.93,0.000774,340042.23,300.0,Compound 3374696892300404975,0.0,20.0,0.88,340042.2259,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound 3374696892300404975
6.0,461.2,6.0,6.0,1.0,2.37e-06,63300.0,300.0,Compound -7400032144319670803,0.0,20.0,0.0005,63300.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -7400032144319670803
6.0,461.2,6.0,6.0,1.0,2.37e-06,63300.0,300.0,Compound -7400032144319670803,0.0,20.0,0.0005,63300.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound -7400032144319670803
6.0,7.6,6.0,6.0,0.93,0.000774,340042.23,300.0,Compound 3374696892300404975,0.0,20.0,0.88,340042.2259,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 3374696892300404975
6.0,461.2,6.0,6.0,1.0,2.37e-06,63300.0,300.0,Compound -7400032144319670803,0.0,20.0,0.0005,63300.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound -7400032144319670803
6.0,461.2,6.0,6.0,1.0,2.37e-06,63300.0,300.0,Compound -7400032144319670803,0.0,20.0,0.0005,63300.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound -7400032144319670803
6.0,46.48,6.0,6.0,1.0,1.18,331578.44,300.0,Compound 1432629832646073782,0.0,20.0,1300.0,331578.4438,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 1432629832646073782
6.0,461.2,6.0,6.0,1.0,2.37e-06,63300.0,300.0,Compound -7400032144319670803,0.0,20.0,0.0005,63300.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -7400032144319670803
6.0,46.48,6.0,6.0,1.0,1.18,331578.44,300.0,Compound 1432629832646073782,0.0,20.0,1300.0,331578.4438,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound 1432629832646073782
6.0,46.48,6.0,6.0,1.0,1.18,331578.44,300.0,Compound 1432629832646073782,0.0,20.0,1300.0,331578.4438,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound 1432629832646073782
6.0,46.48,6.0,6.0,1.0,1.18,331578.44,300.0,Compound 1432629832646073782,0.0,20.0,1300.0,331578.4438,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound 1432629832646073782
6.0,46.48,6.0,6.0,1.0,1.18,331578.44,300.0,Compound 1432629832646073782,0.0,20.0,1300.0,331578.4438,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound 1432629832646073782
6.0,46.48,6.0,6.0,1.0,1.18,331578.44,300.0,Compound 1432629832646073782,0.0,20.0,1300.0,331578.4438,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 1432629832646073782
6.0,1.8,6.0,6.0,0.9,0.000169,354148.53,300.0,Compound -5435450916475721381,0.0,20.0,0.2,354148.5293,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -5435450916475721381
6.0,1.8,6.0,6.0,0.9,0.000169,354148.53,300.0,Compound -5435450916475721381,0.0,20.0,0.2,354148.5293,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound -5435450916475721381
6.0,1.8,6.0,6.0,0.9,0.000169,354148.53,300.0,Compound -5435450916475721381,0.0,20.0,0.2,354148.5293,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound -5435450916475721381
6.0,1.8,6.0,6.0,0.9,0.000169,354148.53,300.0,Compound -5435450916475721381,0.0,20.0,0.2,354148.5293,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound -5435450916475721381
6.0,1.8,6.0,6.0,0.9,0.000169,354148.53,300.0,Compound -5435450916475721381,0.0,20.0,0.2,354148.5293,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound -5435450916475721381
6.0,1.8,6.0,6.0,0.9,0.000169,354148.53,300.0,Compound -5435450916475721381,0.0,20.0,0.2,354148.5293,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -5435450916475721381
6.0,218.0,6.0,6.0,0.86,1.93e-09,171.0,300.0,Compound -1710820407195454738,0.0,20.0,1.1e-09,171.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.6337887583557262,Compound -1710820407195454738
6.0,218.0,6.0,6.0,0.86,1.93e-09,171.0,300.0,Compound -1710820407195454738,0.0,20.0,1.1e-09,171.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.9052556865485268,Compound -1710820407195454738
6.0,218.0,6.0,6.0,0.86,1.93e-09,171.0,300.0,Compound -1710820407195454738,0.0,20.0,1.1e-09,171.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,1.7570879495699727,Compound -1710820407195454738
6.0,218.0,6.0,6.0,0.86,1.93e-09,171.0,300.0,Compound -1710820407195454738,0.0,20.0,1.1e-09,171.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.9241716143641214,Compound -1710820407195454738
6.0,2.6,6.0,6.0,0.99,0.000925,120.0,300.0,Compound -593372907037076181,0.0,20.0,0.00037,120.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,6.68063064344791e-11,Compound -593372907037076181
6.0,218.0,6.0,6.0,0.86,1.93e-09,171.0,300.0,Compound -1710820407195454738,0.0,20.0,1.1e-09,171.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.8962273513851278,Compound -1710820407195454738
6.0,2.6,6.0,6.0,0.99,0.000925,120.0,300.0,Compound -593372907037076181,0.0,20.0,0.00037,120.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,9.029361808252218e-08,Compound -593372907037076181
6.0,218.0,6.0,6.0,0.86,1.93e-09,171.0,300.0,Compound -1710820407195454738,0.0,20.0,1.1e-09,171.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.5570499129713817,Compound -1710820407195454738
6.0,2.6,6.0,6.0,0.99,0.000925,120.0,300.0,Compound -593372907037076181,0.0,20.0,0.00037,120.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,6.939935380142621e-11,Compound -593372907037076181
6.0,27.0,6.0,6.0,1.0,4e-09,359732.0,300.0,Compound 3274724909258195124,0.0,20.0,4.8e-06,359732.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 3274724909258195124
6.0,2.6,6.0,6.0,0.99,0.000925,120.0,300.0,Compound -593372907037076181,0.0,20.0,0.00037,120.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,1.4749996993796167e-09,Compound -593372907037076181
6.0,27.0,6.0,6.0,1.0,4e-09,359732.0,300.0,Compound 3274724909258195124,0.0,20.0,4.8e-06,359732.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound 3274724909258195124
6.0,2.6,6.0,6.0,0.99,0.000925,120.0,300.0,Compound -593372907037076181,0.0,20.0,0.00037,120.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,7.601760967116814e-09,Compound -593372907037076181
6.0,2.6,6.0,6.0,0.99,0.000925,120.0,300.0,Compound -593372907037076181,0.0,20.0,0.00037,120.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,3.829659926113077e-14,Compound -593372907037076181
6.0,27.0,6.0,6.0,1.0,4e-09,359732.0,300.0,Compound 3274724909258195124,0.0,20.0,4.8e-06,359732.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound 3274724909258195124
6.0,27.0,6.0,6.0,1.0,4e-09,359732.0,300.0,Compound 3274724909258195124,0.0,20.0,4.8e-06,359732.0,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound 3274724909258195124
