combination.compound.dt50.sediment,combination.compound.dt50.soil,combination.compound.dt50.surfaceWater,combination.compound.dt50.system,combination.compound.freundlich,combination.compound.henry,combination.compound.koc,combination.compound.molarMass,combination.compound.name,combination.compound.plant_uptake,combination.compound.reference_temperature,combination.compound.vapor_pressure,combination.compound.water_solubility,combination.gap.arguments.apply_every_n_years,combination.gap.arguments.bbch,combination.gap.arguments.interval,combination.gap.arguments.modelCrop,combination.gap.arguments.name,combination.gap.arguments.number_of_applications,combination.gap.arguments.rate,combination.gap.arguments.season,combination.gap.type,combination.scenarios.0,0.compound_pec,0.compound_name
6.0,45.23,6.0,6.0,0.92058,0.00046,10.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.6028945313213616,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,20.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.4300464096287229,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,30.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.7755521469653128,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,40.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.4167700914676721,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,50.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.21630405436857048,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,60.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.11083701470012697,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,70.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.05539223726619444,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,80.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.030678674156149124,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,90.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.017145557252968263,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,100.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.00960298374456467,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,150.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.00040543631314689634,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,200.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.504169766680393e-05,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,250.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,5.87123500123859e-07,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,300.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.497948412974888e-08,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,350.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,7.078075407385534e-10,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,400.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,2.5938018824495548e-11,Compound 3195551981900868001
6.0,45.23,6.0,6.0,0.92058,0.00046,450.0,300.0,Compound 3195551981900868001,0.0,20.0,0.00017,110.7581,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,8.563532057815651e-13,Compound 3195551981900868001
